c,v,clauses_vars_ratio,vars_clauses_ratio,vcg_var_mean,vcg_var_coeff,vcg_var_min,vcg_var_max,vcg_var_entropy,vcg_clause_mean,vcg_clause_coeff,vcg_clause_min,vcg_clause_max,vcg_clause_entropy,vg_mean,vg_coeff,vg_min,vg_max,pnc_ratio_mean,pnc_ratio_coeff,pnc_ratio_min,pnc_ratio_max,pnc_ratio_entropy,pnv_ratio_mean,pnv_ratio_coeff,pnv_ratio_min,pnv_ratio_max,pnv_ratio_entropy,pnv_ratio_stdev,binary_ratio,ternary_ratio,ternary+,hc_fraction,hc_var_mean,hc_var_coeff,hc_var_min,hc_var_max,hc_var_entropy,unit_props_at_depth_1,unit_props_at_depth_4,unit_props_at_depth_16,unit_props_at_depth_64,unit_props_at_depth_256,mean_depth_to_contradiction_over_vars,estimate_log_number_nodes_over_vars,saps_BestSolution_Mean,saps_BestSolution_CoeffVariance,saps_FirstLocalMinStep_Mean,saps_FirstLocalMinStep_CoeffVariance,saps_FirstLocalMinStep_Median,saps_FirstLocalMinStep_Q.10,saps_FirstLocalMinStep_Q.90,saps_BestAvgImprovement_Mean,saps_BestAvgImprovement_CoeffVariance,saps_FirstLocalMinRatio_Mean,saps_FirstLocalMinRatio_CoeffVariance,saps_EstACL_Mean,gsat_BestSolution_Mean,gsat_BestSolution_CoeffVariance,gsat_FirstLocalMinStep_Mean,gsat_FirstLocalMinStep_CoeffVariance,gsat_FirstLocalMinStep_Median,gsat_FirstLocalMinStep_Q.10,gsat_FirstLocalMinStep_Q.90,gsat_BestAvgImprovement_Mean,gsat_BestAvgImprovement_CoeffVariance,gsat_FirstLocalMinRatio_Mean,gsat_FirstLocalMinRatio_CoeffVariance,gsat_EstACL_Mean,file_name
108080,784,137.85714285714286,0.007253886010362694,0.0033424315321983716,0.004520756644655922,0.0032846039970392303,0.0033493708364174687,0.6849216809052028,0.0033424315321983716,0.2886848332833825,0.002551020408163265,0.03571428571428571,0.6740270996430109,0.0018666728349370837,0.07511992350050893,0.001461880088823094,0.0019152479644707625,0.594559585492228,0.548033430896704,0.0,1.0,0.6756885758366422,0.5250664118136761,0.0032074634894196366,0.5195530726256983,0.5294117647058824,0.017780574600977775,0.0016841313454129413,0.39248704663212436,0.6069948186528498,0.9994818652849741,0.9994818652849741,0.0033239267209474463,0.004545924392155746,0.003266099185788305,0.0033308660251665434,0.6849216809052028,0.0012755102040816326,0.0012755102040816326,0.0012755102040816326,0.0012755102040816326,0.0012755102040816326,0.8433673469387756,0.9179576226710764,18.8985915493,0.147918480918,373.247887324,0.0655973311389,375.0,356.0,392.0,44.2166381632,0.0871309410901,0.99954340203,0.000263848669318,652640.433662,22.2293144208,0.565251914015,373.933806147,0.0627055927248,375.0,356.0,393.0,46.9683522762,0.0592532535784,0.99971935108,0.000728626780253,681686.144215,/home/bprovan/SATfeatPy/2007/industrial/grieu/vmpc_28.cnf
86424,676,127.84615384615384,0.007821901323706379,0.003878463247388546,0.005140511023431347,0.0037721003424974545,0.0038878089419605664,0.7265319480474626,0.003878463247388546,0.2872725686856538,0.0029585798816568047,0.038461538461538464,0.6743972156238309,0.0021310579956148492,0.08335023324490737,0.0011455151346848097,0.002210034249745441,0.5941636582430806,0.5483586380847716,0.0,1.0,0.6762812403663649,0.5240449014010586,0.0035800417648992645,0.5180722891566265,0.5337423312883436,0.031295293184943784,0.001876102633698307,0.39199759326113115,0.6074007220216606,0.9993983152827918,0.9993983152827918,0.0038553215274959233,0.0051713671440845104,0.003748958622604832,0.003864667222067944,0.7265319480474627,0.0,0.0,0.0,0.0,0.0,0.842948717948718,0.9118565663833442,17.9239373602,0.432717785257,322.413870246,0.0624877158673,323.0,306.0,340.0,41.0642669403,0.0867180419768,0.99948831273,0.000605333218695,490847.141283,30.276635514,7.95157242735,322.371962617,0.0597643960549,322.0,308.0,340.0,43.5941493089,0.0715984320124,1.00060313952,0.02248972196,520530.965756,/home/bprovan/SATfeatPy/2007/industrial/grieu/vmpc_26.cnf
120147,841,142.86206896551724,0.006999758629012792,0.003115149459153916,0.004299709559453893,0.003062914596286216,0.0031211765587155736,0.6688529804860115,0.0031151494591539156,0.2893202646884375,0.0023781212841854932,0.034482758620689655,0.6738731543317877,0.0017455628349524706,0.07405784350258471,0.0013649945483449441,0.001789474560330262,0.5947381124788801,0.5478896103896103,0.0,1.0,0.6754383590687607,0.5255247276057502,0.003043268692954923,0.5202156334231807,0.5297297297297296,0.0,0.0015993129508962433,0.3927105961863384,0.6068066618392469,0.9995172580255853,0.9995172580255853,0.0030985031841740994,0.004322809147676178,0.0030462683213064,0.003104530283735757,0.6688529804860115,0.0011890606420927466,0.0011890606420927466,0.0011890606420927466,0.0011890606420927466,0.0011890606420927466,0.7255648038049941,0.815314482883323,84.1,13.7738199948,404.490625,0.0665331185052,407.0,386.0,425.0,45.8191193285,0.105788430775,1.10705593394,1.73689397195,752255.893502,72.2872340426,13.4965256595,400.949468085,0.0623066267227,402.0,383.0,420.0,48.474690706,0.0794098703921,0.997050882989,0.0517089129378,776760.194179,/home/bprovan/SATfeatPy/2007/industrial/grieu/vmpc_29.cnf
133080,900,147.86666666666667,0.006762849413886384,0.0029102795311091076,0.004165982032973915,0.002840396753832281,0.002915539525097686,0.6594799545970896,0.0029102795311091076,0.2899146415549368,0.0022222222222222222,0.03333333333333333,0.673736239293382,0.0016232341448752631,0.07868819292927977,0.0008641418695521491,0.0016756837992185152,0.5949053201082056,0.5477564663958407,0.0,1.0,0.6752135913276534,0.5259527584639347,0.0029130130464250555,0.5208333333333333,0.5343915343915344,0.31018284693147785,0.001532107247208688,0.3929215509467989,0.6066275924256087,0.9995491433724075,0.9995491433724075,0.0028952509768560264,0.004187606647731095,0.0028253681995792004,0.0029005109708446046,0.6594799545970895,0.0,0.0,0.0,0.0,0.0,0.8772222222222222,0.8955575111425859,104.605633803,13.5921182489,431.985915493,0.0690847547772,434.0,414.0,452.0,47.0295108931,0.105662147461,0.996083429005,0.0595489895481,857503.0121,93.3935860058,13.9158320779,431.160349854,0.0644960627079,432.0,412.0,450.0,50.0987260899,0.0785983925073,0.996815876107,0.0541530290957,889791.588745,/home/bprovan/SATfeatPy/2007/industrial/grieu/vmpc_30.cnf
194072,1156,167.88235294117646,0.005956552207428171,0.0022640172355681215,0.0034465401062604138,0.0022156725339049425,0.00226719980213529,0.6026692046619881,0.0022640172355681215,0.29195198729365784,0.0017301038062283738,0.029411764705882353,0.6733190894805354,0.0012773681112321458,0.0746895877067522,0.0006750072138175522,0.0013139453398738612,0.5954800280308339,0.5473100542296448,0.0,1.0,0.6745117289716654,0.5274141893267293,0.0024338602605372068,0.5229357798165137,0.5348837209302326,0.2902796211629292,0.0012836524362457732,0.39365802382620885,0.6059915907498248,0.9996496145760336,0.9996496145760336,0.0022537117819220517,0.003462299956117501,0.002205367080258873,0.0022568943484892203,0.6026692046619881,0.0008650519031141869,0.0008650519031141869,0.0008650519031141869,0.0008650519031141869,0.0008650519031141869,0.7641291810841985,0.8948226967986842,23.1011235955,0.140030239616,556.43258427,0.0824515349719,561.0,536.0,584.0,54.2539698278,0.0754021612128,0.999692979459,0.000164304293409,1427372.03526,129.538812785,11.7880517313,558.707762557,0.0748548681934,562.0,537.0,584.0,56.9056814923,0.082253535262,1.0089390874,0.13433292447,1485011.18653,/home/bprovan/SATfeatPy/2007/industrial/grieu/vmpc_34.cnf
96849,729,132.85185185185185,0.007527181488709228,0.003595516961684914,0.00483442594229461,0.0035002942725273363,0.0036035477908909746,0.7048999366124733,0.003595516961684914,0.28800395020064057,0.0027434842249657062,0.037037037037037035,0.6742007285139904,0.001983827269696108,0.08211402691498745,0.0010635112391454739,0.002054745015436401,0.5943685531084472,0.5481892551272848,0.0,1.0,0.6759680318599572,0.5245745842882644,0.0033912088551865897,0.518840579710145,0.5339233038348082,0.020823870325710765,0.0017789419754441864,0.3922497909116253,0.607192640089211,0.9994424310008364,0.9994424310008364,0.003574866258012186,0.004862352664682696,0.0034796435688546085,0.0035828970872182468,0.7048999366124733,0.0013717421124828531,0.0013717421124828531,0.0013717421124828531,0.0013717421124828531,0.0013717421124828531,0.7160493827160493,0.9045473767781526,43.8675,11.768486255,347.0475,0.0638204841602,347.0,331.0,365.0,42.3809356568,0.100940230586,1.00310782993,0.0722315937593,567371.920881,26.2442105263,4.57867608588,348.035789474,0.0606203252662,349.0,330.0,365.0,45.3780006174,0.0663321500275,1.000093692,0.00906060997464,610535.461353,/home/bprovan/SATfeatPy/2007/industrial/grieu/vmpc_27.cnf
67872,576,117.83333333333333,0.008486562942008486,0.004554529113625649,0.005770797851087143,0.00442008486562942,0.0045674210278170676,0.7667734758758185,0.004554529113625648,0.2856341006305384,0.003472222222222222,0.041666666666666664,0.6748748664355939,0.002479237879145057,0.08598032709812901,0.0013407590759075907,0.0025783828382838284,0.5937057991513437,0.5487457574782897,0.0,1.0,0.677031660855882,0.5228541513970119,0.004035507065360146,0.5163398692810457,0.5333333333333333,0.3613969351245163,0.002109981622115525,0.39144271570014144,0.6078500707213579,0.9992927864214993,0.9992927864214993,0.004525061881188119,0.005808377324272896,0.004390617633191891,0.004537953795379538,0.7667734758758182,0.0,0.003472222222222222,0.003472222222222222,0.003472222222222222,0.003472222222222222,0.7517361111111112,0.8715666154903023,36.9914529915,13.6391613891,273.758974359,0.060733661056,274.0,257.0,290.0,37.868000799,0.0997750028683,0.997666237722,0.0414168420227,353960.019683,32.8653295129,11.5822459169,272.702005731,0.0588372694484,273.0,258.0,290.0,40.1574079613,0.0772214515623,0.998139075019,0.0379059494805,367931.964003,/home/bprovan/SATfeatPy/2007/industrial/grieu/vmpc_24.cnf
177375,1089,162.87878787878788,0.00613953488372093,0.0024037414312255753,0.0036614774335156568,0.0023509513742071882,0.002407329105003524,0.6186569338620576,0.002403741431225575,0.2914876703880656,0.0018365472910927456,0.030303030303030304,0.6734070338457454,0.00134302212334117,0.08056924393898225,0.0007159971811134602,0.0013925299506694856,0.5953488372093023,0.5474104521517651,0.0,1.0,0.6746622954536913,0.5270819236472173,0.002544317763289818,0.5224586288416075,0.5347721822541966,0.2895797999389619,0.0013410639010445825,0.39348837209302323,0.606139534883721,0.9996279069767442,0.9996279069767442,0.002392465885066308,0.003678733753896392,0.002339675828047921,0.0023960535588442564,0.6186569338620577,0.0009182736455463728,0.0009182736455463728,0.0009182736455463728,0.0009182736455463728,0.0009182736455463728,0.8187940006121824,0.9434481519736262,103.333333333,11.111723033,520.845771144,0.0775816173151,522.0,501.0,544.0,52.3059997026,0.0978325935133,1.00650418725,0.0962293661047,1271502.18298,25.6872427984,0.152513837749,524.66255144,0.0723790242632,527.0,503.0,547.0,55.5259412133,0.0530186662598,0.999779779048,0.000190236471562,1315138.30215,/home/bprovan/SATfeatPy/2007/industrial/grieu/vmpc_33.cnf
146909,961,152.8709677419355,0.0065414644439755225,0.002724969747565917,0.0039852580238124834,0.0026615115479650666,0.002729580897017882,0.646101803420566,0.002724969747565917,0.29047181247360393,0.002081165452653486,0.03225806451612903,0.6736141239485379,0.001524668420636476,0.07763208811898428,0.0008100252537284986,0.0015724019631200266,0.5950622494197089,0.5476328594399045,0.0,1.0,0.6750110710752224,0.526353199276092,0.0027883111987245268,0.5214105793450882,0.5345268542199488,0.30376394627946335,0.00146763652002601,0.3931209115847225,0.60645705845115,0.9995779700358726,0.9995779700358726,0.002711355877755354,0.0040052682276897796,0.0026478976781545037,0.002715967027207319,0.646101803420566,0.0,0.0,0.0,0.0,0.0,0.7947450572320499,0.9375650364203955,21.0948616601,0.120627494723,458.04743083,0.0727442585223,460.0,439.0,482.0,49.1420727045,0.0791119419924,0.99963036727,0.000186411279253,978770.390006,23.9197324415,0.117352244757,461.130434783,0.0667208944377,462.0,443.0,483.0,51.7435372965,0.0621347884739,0.99974064993,0.000167805443061,1018609.33981,/home/bprovan/SATfeatPy/2007/industrial/grieu/vmpc_31.cnf
76775,625,122.84,0.0081406707912732,0.0041961576033865185,0.005412092058034059,0.004076847932269619,0.00420709866492999,0.7452312264352778,0.0041961576033865185,0.2864848681808878,0.0032,0.04,0.6746203835522975,0.0022952888309996744,0.08463806395304138,0.0012373819602735266,0.0023835884076847933,0.5939433409312928,0.5485434132718873,0.0,1.0,0.6766336090385496,0.5234732136666171,0.003819600837726932,0.5172413793103448,0.5335463258785942,0.03347159846457832,0.00199945872544862,0.3917290784760664,0.6076196678606317,0.9993487463366981,0.9993487463366981,0.004170107456854445,0.005445900729061334,0.0040507977857375446,0.004181048518397916,0.7452312264352778,0.0,0.0,0.0,0.0,0.0,0.8472,0.8934820279766785,17.8301526718,1.31902555804,298.559160305,0.0618558929328,299.0,282.0,317.0,39.3725213018,0.0931193474046,0.999508438527,0.00194361508575,421006.959076,26.0145631068,6.22839654963,297.009708738,0.0602961876348,297.0,281.0,315.0,41.9744630422,0.0705109883965,1.00038464133,0.0193373682152,441659.698396,/home/bprovan/SATfeatPy/2007/industrial/grieu/vmpc_25.cnf
4834,1165,4.149356223175966,0.24100124120810923,0.0025537990024167155,0.29913588110270756,0.0014480761274306992,0.00517170045510964,2.428699366665849,0.0025537990024167155,0.3811143858782258,0.0017167381974248926,0.02145922746781116,0.9510803708522296,0.0018644757005545484,0.5956352960459039,0.001034340091021928,0.007240380637153496,0.34483105778513307,0.8348755371081312,0.0,1.0,1.195111722268713,0.07756990698194262,1.1609613607587916,0.0,0.5,2.025504389753026,0.090055664763689,0.2170045510964005,0.6605295821266032,0.8775341332230038,0.5004137360364088,0.0011222368026194995,0.5948239187455471,0.0004137360364087712,0.004964832436905255,1.9744443755245211,0.036051502145922745,0.16223175965665235,0.7467811158798283,0.975107296137339,0.975107296137339,0.2270612152699345,0.8148434685561537,60.2103773585,0.320769250598,243.79009434,0.0502476040858,244.0,230.0,258.0,0.812424167288,0.284765856381,0.84503285594,0.510960847657,73636.1657619,73.1212624585,0.107868431771,243.255149502,0.048430109569,243.0,229.0,257.0,0.690150427032,0.191743184251,0.852443475859,0.0241541770114,223705.991027,/home/bprovan/SATfeatPy/2007/industrial/jarvisalo/eq.atree.braun.12.unsat.cnf
